policy_id,policy_start_date,policy_end_date,renewal_count,avg_premium_paid,total_claim_amount,number_of_claims,engagement_touches,last_renewal_months_ago
POL100837,1/29/19,6/23/23,5,649.39,1038.4,1,2,0
POL100838,8/26/16,4/1/18,1,683.2,0,0,8,41
POL100839,11/12/16,8/1/18,4,400.4,1809.58,1,6,7
POL100840,1/25/22,10/12/24,3,510.54,2751.62,2,7,10
POL100841,11/29/18,12/9/19,2,604.5,3056.91,2,3,4
POL100842,11/25/22,6/18/25,3,510.2,1315.72,1,1,28
POL100843,5/16/22,7/11/26,2,566.58,1393.13,1,7,5
POL100844,3/30/21,10/8/25,3,842.42,0,0,3,11
POL100845,6/7/16,9/28/19,5,447.28,345.67,1,3,42
POL100846,7/21/21,5/31/23,2,253.17,7997.27,4,2,38
POL100847,2/6/22,6/5/24,5,510.19,357.14,1,4,6
POL100848,5/22/20,1/21/24,1,550.78,971.75,1,3,43
POL100849,1/6/18,2/21/21,0,526.5,478.7,1,2,11
POL100850,10/20/19,9/21/21,4,640.32,0,0,6,32
POL100851,1/11/20,11/30/24,6,445.79,0,0,4,18
POL100852,10/12/22,3/30/27,4,423.71,0,0,2,35
POL100853,4/15/21,6/16/22,3,498.83,0,0,2,18
POL100854,9/25/20,5/15/22,5,501.92,763.74,1,7,20
POL100855,2/18/18,5/8/20,2,918.13,1471.97,2,3,18
POL100856,3/11/21,9/7/23,2,832.87,1454.19,2,7,42
POL100857,4/5/21,1/31/26,2,349.57,1347.45,1,3,8
POL100858,12/15/17,9/2/22,4,310.53,0,0,3,44
POL100859,7/25/21,9/14/22,3,587.14,2137.69,2,0,21
POL100860,4/17/15,5/3/19,5,886.74,0,0,6,18
POL100861,11/18/22,9/29/26,2,699.91,3910.17,2,2,36
POL100862,2/17/15,11/22/19,2,595.07,996.96,2,2,10
POL100863,12/3/15,2/1/18,3,531.59,2254.55,2,5,24
POL100864,11/15/17,6/30/21,3,761.57,1988.86,2,4,34
POL100865,10/22/22,4/29/25,4,626.7,0,0,5,4
POL100866,7/4/18,11/28/19,1,859.76,2267.82,3,4,44
POL100867,8/17/20,3/31/25,0,346.84,1393.4,4,7,30
POL100868,9/16/16,5/12/18,1,663.55,3581.64,2,2,13
POL100869,3/5/20,5/7/24,4,515.51,1333.34,1,4,12
POL100870,6/30/18,10/13/19,3,662.14,5056.59,3,2,33
POL100871,9/12/19,6/15/21,4,637.63,0,0,6,33
POL100872,7/29/22,5/5/26,1,676.45,2638.33,2,10,17
POL100873,10/30/15,5/25/18,5,746.64,2982.91,2,2,5
POL100874,9/30/16,2/13/20,3,808.47,1843.62,1,3,41
POL100875,2/25/15,12/28/16,4,892.76,455.98,1,7,20
POL100876,12/26/16,7/26/19,4,602.37,0,0,1,39
POL100877,6/9/16,10/22/19,4,518.65,3010.69,2,11,4
POL100878,4/18/16,10/30/19,1,416.13,3858.39,2,4,1
POL100879,1/28/15,3/6/18,4,665.23,3934.75,2,4,5
POL100880,10/26/20,5/18/23,3,725.24,2769.55,2,6,7
POL100881,12/31/15,4/7/18,2,397.73,629.12,1,4,1
POL100882,6/6/22,2/20/26,5,771.7,502.66,1,3,22
POL100883,6/9/16,8/21/20,4,584.8,1908.27,1,5,19
POL100884,7/9/22,7/16/23,3,411.63,3113.03,3,5,3
POL100885,8/28/18,12/6/22,4,472.76,2524.75,4,7,14
POL100886,6/1/17,8/4/19,4,458.51,1887.62,1,5,29
POL100887,10/27/17,6/8/20,3,461.18,477.69,1,5,19
POL100888,10/23/17,9/10/22,1,685.49,6161.08,4,6,23
POL100889,7/5/19,5/15/21,2,729.57,1362.95,1,2,8
POL100890,7/7/17,9/2/19,0,854.87,449.15,1,5,20
POL100891,8/29/22,6/5/27,4,495.27,875.87,1,5,37
POL100892,8/7/21,6/26/23,1,651.44,554.88,1,5,40
POL100893,11/10/19,3/22/22,5,502.95,2655.3,2,5,12
POL100894,3/12/19,10/22/22,1,603.02,0,0,5,4
POL100895,10/24/22,5/9/25,4,377.94,307.27,1,3,45
POL100896,8/18/22,4/7/26,1,431.52,3917.42,2,3,13
POL100897,3/21/20,6/2/23,6,720.46,0,0,4,6
POL100898,4/30/18,5/9/19,4,377.48,1477.89,2,1,5
POL100899,7/13/19,10/23/22,1,692.22,1356.31,2,6,11
POL100900,4/29/16,2/17/20,3,498.58,1139.97,2,1,45
POL100901,9/6/20,12/1/23,3,311.17,0,0,1,15
POL100902,12/14/16,2/27/21,4,219.21,801.69,1,3,31
POL100903,11/28/17,12/11/21,2,819.52,989.37,1,4,41
POL100904,5/30/20,12/27/23,4,314.19,3562.61,2,2,10
POL100905,7/20/18,11/16/19,3,590.34,1391.21,1,3,3
POL100906,6/8/18,9/9/20,3,653.09,2780.34,3,4,28
POL100907,11/3/20,9/27/25,2,403.02,1827.16,1,5,33
POL100908,5/6/15,10/14/17,4,516.97,6298.12,4,4,8
POL100909,10/30/22,4/1/27,3,671.82,0,0,4,9
POL100910,6/20/16,3/29/21,1,644,0,0,5,7
POL100911,1/1/21,11/8/23,1,530.91,1868.08,1,6,35
POL100912,9/3/20,3/2/23,2,635.54,1143.98,1,4,31
POL100913,5/23/19,6/2/20,2,584.66,1547.14,1,2,44
POL100914,3/8/15,3/27/16,1,454.44,9754.38,5,5,5
POL100915,8/21/15,10/20/19,6,780.07,0,0,5,5
POL100916,11/26/20,5/17/23,2,631.11,0,0,3,26
POL100917,3/15/18,9/2/22,5,323.7,715.75,1,3,1
POL100918,11/28/20,8/14/22,7,678.25,0,0,3,8
POL100919,3/25/21,10/6/24,5,507.67,2305.33,3,2,37
POL100920,4/21/15,1/30/18,4,556.58,3855.64,2,3,4
POL100921,2/2/19,9/26/22,3,601.23,1978.2,2,5,33
POL100922,9/12/20,11/26/21,4,481.06,1077.29,1,5,13
POL100923,9/14/16,2/27/19,1,870.46,0,0,0,9
POL100924,8/27/22,1/12/26,2,376,2382.45,2,4,46
POL100925,3/27/22,10/12/25,4,608.5,1899.3,2,1,6
POL100926,10/8/21,12/7/25,1,657.2,0,0,5,19
POL100927,4/14/22,7/2/23,4,606.18,0,0,6,10
POL100928,3/22/19,6/8/20,6,571.35,1774.89,1,4,12
POL100929,7/2/22,11/19/23,3,543.45,4397.39,3,0,16
POL100930,7/29/18,2/21/23,1,479.52,1897.08,2,5,36
POL100931,10/28/19,1/31/22,2,476.86,2068.54,4,4,43
POL100932,5/29/20,7/27/24,4,773.78,1687.77,1,2,35
POL100933,6/20/21,12/8/23,3,533.74,5702.92,3,4,32
POL100934,5/26/17,2/25/19,1,919.83,1920.13,2,2,9
POL100935,6/12/20,4/17/24,7,700.34,0,0,5,33
POL100936,8/5/18,9/1/21,2,200,0,0,5,44
POL100937,12/31/18,5/29/23,5,732.49,2307.71,2,4,12
POL100938,6/2/22,8/1/24,6,592.03,3444.02,2,5,24
POL100939,5/13/21,2/5/23,1,391.51,883.64,2,2,43
POL100940,9/30/19,1/12/24,0,795.64,1201.57,1,10,32
POL100941,5/25/19,10/24/23,2,534.61,1994.56,3,3,9
POL100942,3/7/19,12/14/23,3,521.86,1755.34,2,1,23
POL100943,4/25/22,11/10/25,5,656.28,1395.53,1,7,4
POL100944,1/7/22,9/13/24,0,771.42,1385.15,4,3,9
POL100945,11/30/22,9/28/26,0,617.01,2619.01,2,0,38
POL100946,7/25/21,7/23/23,3,606.27,0,0,7,46
POL100947,6/19/19,6/9/23,4,495.47,1438.12,1,4,26
POL100948,11/10/22,6/1/26,3,768.86,540.69,1,2,35
POL100949,3/6/18,8/28/19,4,618.46,3101.76,2,4,32
POL100950,1/28/17,4/26/20,3,566.18,2795.18,2,5,27
POL100951,8/31/15,4/18/18,5,547.57,1951.11,1,4,39
POL100952,2/3/22,9/4/26,6,754.02,1849.1,1,4,42
POL100953,11/29/17,5/3/20,3,560.65,781.61,1,1,2
POL100954,8/17/15,10/28/16,4,754.41,346.44,1,3,30
POL100955,2/8/22,11/6/25,1,529.26,0,0,4,28
POL100956,7/8/17,4/7/19,3,708.35,2649.82,2,3,43
POL100957,5/31/18,5/9/22,3,631.06,1039.89,3,4,44
POL100958,1/6/15,1/8/18,2,457.39,1017.1,2,0,43
POL100959,4/12/16,7/18/18,4,586.95,0,0,5,41
POL100960,10/22/19,11/7/23,3,271.41,5550.32,3,3,20
POL100961,3/16/15,2/4/20,5,488.39,3682.1,2,7,31
POL100962,1/4/15,5/15/17,3,363.33,0,0,3,27
POL100963,2/14/20,10/10/22,3,899.63,1907.55,2,3,20
POL100964,10/7/16,6/23/21,2,365.1,0,0,6,46
POL100965,4/28/15,11/26/18,0,987.87,2195.52,2,4,34
POL100966,6/18/19,4/27/22,4,677.14,1580.24,1,2,29
POL100967,12/26/21,5/12/24,3,522.17,3285.91,2,3,46
POL100968,7/14/20,3/21/23,2,720.95,2296.56,2,7,16
POL100969,8/4/17,10/23/18,4,503.32,1388.94,3,1,28
POL100970,3/6/22,1/25/26,6,388.57,948.32,1,6,47
POL100971,1/4/19,10/2/22,4,611.86,1884.57,1,7,1
POL100972,7/13/15,1/13/18,4,705.01,2071.02,3,6,32
POL100973,4/26/17,1/10/19,2,791.76,1687.17,2,5,3
POL100974,7/25/22,8/18/24,1,674.66,3139.21,2,8,38
POL100975,11/16/18,4/10/22,1,520.6,0,0,3,24
POL100976,12/29/18,4/1/22,1,807.94,5552.23,3,2,4
POL100977,1/29/21,12/22/24,4,774.45,959.8,1,3,3
POL100978,7/27/19,4/5/21,3,640.35,2349.64,2,3,28
POL100979,7/1/21,10/19/22,4,781.62,0,0,3,36
POL100980,12/4/18,12/22/22,4,927.72,3754.36,2,3,7
POL100981,2/15/18,12/3/20,2,518.46,1607.86,1,5,19
POL100982,11/23/22,2/2/24,6,465.05,5140.35,3,1,40
POL100983,12/16/19,8/30/21,3,514.1,1052.53,2,4,5
POL100984,12/24/16,3/17/18,1,397.55,3292.28,2,2,35
POL100985,8/13/15,3/14/17,3,688.68,1036.06,1,3,31
POL100986,6/15/16,7/20/19,2,358.51,1019.03,3,4,4
POL100987,4/23/15,11/4/16,2,789.75,402.15,1,8,39
POL100988,12/27/20,10/31/23,3,499.17,2904.89,2,2,19
POL100989,7/12/16,12/24/17,3,803.81,1864.84,2,4,44
POL100990,8/10/20,3/27/22,3,216.44,3551.59,2,4,3
POL100991,11/7/20,6/22/22,3,542.22,1548.26,1,6,38
POL100992,10/15/16,6/22/19,6,406.05,336.86,1,5,21
POL100993,11/16/15,1/31/17,6,803,1467.71,1,2,32
POL100994,4/23/19,11/22/21,3,851.85,1881,3,4,30
POL100995,1/3/20,1/31/22,3,248.39,1018.39,1,5,40
POL100996,4/1/20,1/8/24,3,729.88,2724.1,2,2,28
POL100997,5/19/15,9/30/18,2,760.3,1783.62,1,4,4
POL100998,12/2/22,8/29/25,3,648.85,2150.73,2,7,9
POL100999,7/19/20,9/18/22,3,688.22,5023.3,3,3,10
POL101000,4/25/21,4/12/23,3,677.41,1631.04,1,2,36
POL101001,6/20/17,3/31/21,1,730.43,3014.15,3,5,21
POL101002,11/20/16,4/14/19,4,436.13,1151.67,1,3,23
POL101003,8/1/20,10/7/24,1,780.07,2981.65,2,4,20
POL101004,1/10/15,9/18/18,4,631.4,0,0,3,35
POL101005,9/18/15,3/11/20,2,622.4,5443.14,3,3,15
POL101006,4/26/20,12/1/21,2,684.99,3217.37,2,8,1
POL101007,8/1/19,4/23/22,5,409.38,2172.02,3,4,14
POL101008,1/28/21,11/8/23,4,366.98,0,0,4,40
POL101009,8/22/20,10/2/24,1,581.85,0,0,5,25
POL101010,4/6/18,6/13/22,1,831.53,0,0,2,29
POL101011,6/8/19,6/20/22,5,422.19,1703.21,2,3,1
POL101012,11/17/15,5/2/18,3,626.27,4792.05,3,2,28
POL101013,9/4/18,2/24/21,1,492.5,1075.84,1,0,5
POL101014,6/25/19,5/17/21,1,472.35,0,0,5,0
POL101015,7/4/21,12/27/22,5,675.11,0,0,3,39
POL101016,10/3/22,10/21/23,4,713.91,758.16,1,5,10
POL101017,9/25/22,9/3/27,4,481.87,469.76,1,4,22
POL101018,6/17/20,4/11/23,1,808.09,1770.74,1,6,25
POL101019,4/27/20,7/19/23,0,663.38,0,0,7,30
POL101020,7/31/20,8/18/21,4,563.75,7403.05,5,4,14
POL101021,1/23/18,4/20/21,2,652.13,3388.75,2,5,8
POL101022,5/24/19,2/28/22,4,905.45,1832.41,1,1,33
POL101023,6/23/21,4/19/24,1,713.03,961.41,2,2,38
POL101024,8/24/15,7/25/19,1,495.2,1818.13,1,4,16
POL101025,5/23/20,4/22/22,4,597.19,635.33,1,9,34
POL101026,11/30/15,1/2/19,2,619.69,3105.47,2,3,35
POL101027,3/23/20,3/11/22,1,699.8,0,0,4,2
POL101028,1/11/16,11/2/19,1,635.93,314.46,1,7,39
POL101029,3/6/18,11/7/20,3,884.3,0,0,3,10
POL101030,3/20/22,1/8/27,4,566,0,0,5,27
POL101031,4/20/19,7/24/22,2,340.51,2028.12,2,1,47
POL101032,1/4/22,2/28/24,2,632.18,1861.57,1,2,27
POL101033,8/12/18,11/7/19,4,533.83,1823.12,2,1,45
POL101034,1/30/20,1/27/25,3,374.4,5678.62,3,5,18
POL101035,10/4/18,3/10/22,1,494.47,2162.06,2,2,1
POL101036,5/22/17,7/12/19,1,546.24,3878.8,2,6,31
POL101037,6/6/18,4/12/22,3,770.97,0,0,3,43
POL101038,5/6/21,1/3/24,2,377.51,5129.61,3,5,10
POL101039,1/26/20,6/8/22,3,652.47,0,0,4,15
POL101040,10/16/22,1/17/25,2,933.07,1296.44,1,2,10
POL101041,8/7/18,10/6/22,6,573.77,542.59,1,3,2
POL101042,12/25/16,12/3/21,7,569.36,0,0,3,41
POL101043,8/14/20,4/27/25,4,707.97,1360.06,1,1,28
POL101044,12/8/22,1/30/26,2,678.33,3069.17,2,5,4
POL101045,3/19/15,12/30/16,2,812.63,0,0,2,27
POL101046,3/6/22,4/10/24,0,574.93,1202.6,1,5,30
POL101047,5/12/15,12/19/16,5,705.33,5044.14,4,3,12
POL101048,8/23/16,4/25/18,2,707.72,1302.02,3,4,24
POL101049,11/8/19,12/21/21,4,549.67,2302.34,2,3,5
POL101050,12/1/17,11/11/19,4,582.9,3027.06,2,5,2
POL101051,11/6/20,9/22/22,4,598.32,1561.95,4,6,21
POL101052,9/15/21,3/9/25,5,414.35,3184.91,2,7,40
POL101053,6/1/21,3/15/23,3,541.7,2559.85,2,4,38
POL101054,2/7/20,2/27/22,3,824.42,1716.49,1,3,31
POL101055,8/11/18,3/3/20,5,755.66,1341.41,2,1,29
POL101056,9/7/16,11/16/18,4,513.01,1716.57,1,1,6
POL101057,10/18/22,1/27/26,3,597.64,1382.26,3,3,24
POL101058,10/5/21,11/2/24,4,745.71,3946.04,4,4,1
POL101059,3/3/20,5/19/21,3,666.51,1278.25,2,6,7
POL101060,11/12/17,2/28/19,3,719.99,3578.47,2,2,32
POL101061,7/28/16,5/8/19,4,680.12,0,0,4,27
POL101062,12/30/20,8/9/25,3,632.31,0,0,4,9
POL101063,9/19/17,8/7/19,1,575.12,0,0,4,37
POL101064,6/5/22,7/17/25,3,420.73,2385.37,3,5,17
POL101065,1/1/21,10/31/22,2,703.84,1087.16,2,3,12
POL101066,6/2/18,2/21/23,2,566.74,2743.04,2,1,20
POL101067,5/17/16,3/5/20,4,352.82,0,0,4,32
POL101068,6/20/20,6/20/22,4,518.15,7605.27,4,6,22
POL101069,3/31/17,4/14/19,1,727.84,5755.4,3,4,0
POL101070,11/21/20,4/1/24,7,312.58,1420.12,1,10,43
POL101071,5/24/20,3/5/22,3,445.57,619.3,2,2,39
POL101072,7/17/15,9/1/19,2,620.57,1820.59,2,6,20
POL101073,7/28/19,11/21/23,6,810.86,3517.02,3,9,4
POL101074,3/11/22,2/16/25,0,750,0,0,3,34
POL101075,9/4/21,1/21/26,6,825.25,0,0,7,17
POL101076,4/17/18,3/16/20,3,631.17,1932.94,1,3,37
POL101077,2/14/22,3/20/23,3,568.62,9024.14,5,3,35
POL101078,1/11/19,9/28/23,5,726.5,970.29,2,5,46
POL101079,7/5/19,1/27/23,5,465.09,0,0,3,28
POL101080,8/20/19,1/28/23,2,453.39,3432.57,2,5,25
POL101081,8/5/18,8/27/22,4,426.74,5103.97,3,3,35
POL101082,7/28/20,10/24/23,3,763.33,0,0,1,37
POL101083,4/22/16,5/24/17,6,474.81,3084,2,4,17
POL101084,6/8/18,1/8/21,1,750.09,2884.93,2,5,28
POL101085,7/11/17,10/9/21,3,622.27,2209.98,2,5,30
POL101086,2/24/16,5/27/20,5,765.26,0,0,9,41
POL101087,1/13/21,7/18/22,3,434.19,14485.55,8,6,12
POL101088,2/10/22,11/2/26,2,506.17,2904.69,2,2,29
POL101089,1/25/18,10/21/21,0,668.1,587.29,1,3,6
POL101090,8/8/17,6/10/19,1,535.36,1498.16,1,7,39
POL101091,5/25/21,8/30/23,4,226,0,0,3,5
POL101092,7/1/18,4/14/23,6,394.16,0,0,5,1
POL101093,2/21/21,12/13/22,2,433.01,0,0,0,7
POL101094,3/30/22,7/23/25,4,444.13,1980.88,1,2,9
POL101095,2/1/20,9/26/21,1,702.27,560.77,1,2,43
POL101096,5/31/16,1/18/19,1,650.56,3963.51,3,8,42
POL101097,7/17/19,12/30/22,9,624.33,0,0,8,47
POL101098,2/9/20,1/3/24,2,901.3,2024.44,2,5,21
POL101099,12/22/22,4/13/26,2,776.28,1107.56,1,4,9
POL101100,2/15/18,2/15/20,3,720.27,0,0,6,34
POL101101,10/24/22,1/16/25,4,375.71,2793.93,2,3,18
POL101102,4/16/20,1/5/22,2,608.93,4579.61,4,7,3
POL101103,3/25/17,8/3/21,1,644.8,1036.39,2,3,18
POL101104,3/25/21,5/14/22,2,537.72,624.95,2,8,40
POL101105,3/15/20,7/28/22,1,855.96,512.45,1,6,19
POL101106,3/13/21,1/11/25,0,607.68,1925.51,1,5,3
POL101107,8/24/20,9/6/23,3,415.75,1598.95,1,4,25
POL101108,9/25/20,3/27/25,2,450.39,1944.1,1,4,2
POL101109,6/29/21,11/1/23,6,942.35,721.41,2,4,29
POL101110,12/1/22,2/26/24,2,536.98,2912.75,2,3,35
POL101111,5/10/15,7/28/18,2,288.22,750.6,2,4,40
POL101112,4/5/15,8/14/17,2,510.1,6517.98,4,1,5
POL101113,4/28/22,1/5/25,6,326.01,947.62,1,2,38
POL101114,9/3/22,5/5/24,1,737.6,1388.4,3,2,26
POL101115,5/9/20,5/31/23,4,306.77,5062.72,4,7,15
POL101116,3/4/17,10/28/20,4,389.67,1552.41,2,4,46
POL101117,1/9/20,8/9/21,2,600.6,1421.28,1,5,15
POL101118,10/17/20,8/16/22,3,766.41,2837.79,2,3,45
POL101119,8/11/19,12/24/20,0,589.58,1498.51,1,3,35
POL101120,1/11/15,1/30/18,3,411.35,3974.38,2,4,33
POL101121,2/9/20,4/6/21,4,627.38,2872.16,3,2,38
POL101122,12/29/22,10/10/26,2,529.83,0,0,7,23
POL101123,2/10/22,8/3/24,4,769.91,3335.68,2,4,38
POL101124,12/12/16,7/4/20,0,728.22,5132.92,4,4,5
POL101125,9/1/20,7/15/23,2,519.43,363.34,1,4,19
POL101126,3/25/17,5/19/19,4,716.97,3466.47,2,5,8
POL101127,12/12/15,6/25/20,4,640.68,387.55,1,1,20
POL101128,6/7/21,7/17/25,2,805.02,3542.37,6,5,10
POL101129,12/29/15,1/21/17,3,710.58,0,0,5,47
POL101130,9/9/21,1/21/23,4,682.05,432.48,1,5,29
POL101131,3/15/21,4/19/25,4,799.19,687.33,2,5,0
POL101132,12/28/20,12/28/24,3,602.31,787.09,2,4,26
POL101133,9/11/17,10/17/18,3,484.03,4208.59,4,4,47
POL101134,6/28/19,7/6/23,3,630.13,0,0,6,5
POL101135,4/7/17,11/11/18,2,546.69,1030.23,2,2,42
POL101136,6/23/22,2/5/25,3,690.63,1419.8,1,4,6
POL101137,12/22/15,3/28/18,4,609.29,1368.78,2,1,47
POL101138,9/9/18,6/16/20,5,660.44,0,0,2,21
POL101139,2/7/20,4/29/23,5,419.38,0,0,3,33
POL101140,5/7/15,1/28/18,1,676.24,827.74,1,1,19
POL101141,8/26/16,4/25/19,5,407.22,2524.88,3,3,44
POL101142,4/12/20,10/6/22,4,744.26,3170.88,3,4,44
POL101143,10/10/17,1/9/22,2,744.49,0,0,4,14
POL101144,2/20/15,7/23/16,2,652.19,2696.03,2,3,46
POL101145,9/27/22,1/20/27,1,646.51,3786.69,2,7,8
POL101146,12/1/18,9/3/20,3,566.45,1180.12,1,4,17
POL101147,11/28/19,3/2/24,5,509.52,2206.74,2,5,45
POL101148,11/1/22,6/8/26,1,597.75,1988.41,3,3,45
POL101149,6/25/19,11/27/22,2,897.4,3168.3,2,4,35
POL101150,7/4/19,9/24/21,3,634.4,539.32,1,3,45
POL101151,10/3/21,6/26/25,3,398.14,1134.93,1,8,41
POL101152,4/20/18,6/8/22,3,343.75,0,0,2,29
POL101153,11/12/22,12/7/24,3,384.29,5676.45,4,6,10
POL101154,1/29/20,2/24/24,5,543.36,1859.96,1,5,32
POL101155,7/20/16,3/21/20,4,789.87,1909.21,1,5,45
POL101156,8/15/21,5/20/26,3,446.48,1170.52,2,0,39
POL101157,7/24/17,6/8/22,5,813.26,745.09,1,6,5
POL101158,4/18/20,6/17/23,4,626.92,1679.78,1,3,42
POL101159,6/1/22,6/9/26,1,672.52,3543.23,3,2,45
POL101160,8/25/18,10/16/20,3,668.41,2140.32,2,5,38
POL101161,7/21/15,6/11/20,3,688.6,7540.32,5,1,21
POL101162,6/18/21,10/22/25,1,538.3,1323.27,1,1,38
POL101163,4/27/15,8/2/17,5,249.84,3900.43,2,3,18
POL101164,7/25/17,9/30/19,3,511.75,0,0,4,21
POL101165,7/28/16,2/6/18,2,466.82,5460.78,5,3,30
POL101166,4/10/21,1/30/23,3,646.58,0,0,3,41
POL101167,6/20/16,8/23/19,3,632.89,1674.52,1,4,24
POL101168,6/14/19,6/6/22,3,559.14,1341.55,1,1,40
POL101169,10/23/20,4/7/22,1,863.33,0,0,2,29
POL101170,1/21/16,12/1/17,5,503.89,5854.34,3,3,44
POL101171,4/19/16,5/5/19,1,266.14,4053.82,3,3,3
POL101172,2/22/16,10/5/17,4,617.92,946.48,1,4,25
POL101173,7/22/21,4/17/23,2,778.38,1475.25,1,4,6
POL101174,5/11/22,4/29/27,3,643.07,0,0,5,39
POL101175,7/27/17,1/24/20,4,546.5,1617.7,5,1,47
POL101176,8/12/17,5/11/19,3,636.07,0,0,6,11
POL101177,5/25/17,5/28/19,8,875.84,1562.94,1,2,0
POL101178,2/1/17,10/12/19,2,468.73,2296.74,2,7,5
POL101179,4/17/18,9/28/20,2,604.63,3250.71,2,4,0
POL101180,4/20/18,2/3/20,1,700.49,3199.51,3,2,7
POL101181,10/25/16,10/26/17,1,638.08,0,0,3,43
POL101182,1/25/15,8/24/16,5,562.82,797.92,1,7,47
POL101183,6/13/20,12/17/24,2,536.05,1369.83,3,5,32
POL101184,4/18/18,11/17/19,0,557.22,0,0,2,3
POL101185,12/10/16,3/27/20,2,679.8,2441.81,2,3,39
POL101186,2/23/20,2/23/23,5,671.07,893.46,1,5,5
POL101187,3/30/18,4/18/21,4,914.21,0,0,3,44
POL101188,2/2/21,3/18/24,4,369.48,2885,2,1,2
POL101189,10/12/15,7/22/18,4,863.69,4705.56,5,6,14
POL101190,3/4/15,3/1/20,4,569.33,1373.33,1,8,5
POL101191,9/29/17,9/25/20,1,586.41,4873.26,3,6,5
POL101192,10/23/16,7/28/21,3,728.81,3187.41,2,2,36
POL101193,6/6/22,7/25/25,1,727.86,1876.05,2,5,26
POL101194,1/12/21,5/3/24,4,773.49,2530.85,2,5,41
POL101195,2/1/19,3/8/22,4,806.22,3193.26,3,2,40
POL101196,8/24/17,11/6/21,3,594.03,0,0,4,45
POL101197,4/28/17,5/21/18,3,808.14,0,0,3,4
POL101198,1/12/18,7/19/22,3,505.63,884.36,1,4,38
POL101199,11/19/16,7/4/21,4,554.21,1367.86,3,1,16
POL101200,5/28/15,8/14/18,2,572.7,0,0,4,22
POL101201,12/8/15,5/2/17,3,521.01,923.9,1,8,16
POL101202,11/28/21,4/1/23,4,608.98,0,0,6,40
POL101203,12/22/17,4/9/19,5,734.46,5666.15,4,6,22
POL101204,9/21/19,9/14/21,2,697.7,863.33,1,4,38
POL101205,10/15/18,11/16/22,2,508.02,1434.75,1,1,32
POL101206,2/21/22,7/20/25,1,495.67,0,0,3,1
POL101207,11/23/15,7/8/19,2,471.7,4225.27,3,6,9
POL101208,11/28/19,3/3/24,4,613.32,1708.68,3,5,18
POL101209,10/26/19,3/2/22,2,362.87,2570.87,2,3,39
POL101210,9/16/17,3/16/21,2,466.41,1221.22,1,8,8
POL101211,3/12/21,6/2/25,4,531.18,5340.57,3,6,14
POL101212,10/18/21,10/10/25,3,758.31,1791.03,2,3,42
POL101213,8/9/17,5/10/19,4,580.17,3057.02,3,3,23
POL101214,12/23/16,1/21/21,1,750.88,2635.44,2,7,11
POL101215,9/10/20,10/22/24,3,628.14,0,0,8,21
POL101216,6/10/22,4/10/24,6,528.86,3044.66,2,2,17
POL101217,5/21/21,12/28/25,3,535.03,737.32,2,3,1
POL101218,3/4/16,3/1/21,1,425.09,2515.95,2,6,14
POL101219,2/9/19,9/7/20,3,960.48,1520.53,3,2,41
POL101220,10/13/15,6/18/18,6,766.58,835.86,1,5,38
POL101221,8/27/20,6/19/22,4,690.56,1424.77,1,2,8
POL101222,2/7/17,2/16/19,4,404.5,567.6,1,5,21
POL101223,3/22/22,7/19/24,1,532.26,1650.06,2,0,16
POL101224,10/26/18,7/14/20,5,453.7,2990.22,2,2,13
POL101225,7/13/15,7/30/19,0,619.14,1406.37,1,3,30
POL101226,12/24/21,1/11/26,5,460.9,0,0,1,40
POL101227,9/14/17,9/27/21,2,499.46,2562.71,2,2,6
POL101228,2/10/18,6/14/21,0,464.83,0,0,3,46
POL101229,12/1/20,2/16/25,3,564.04,0,0,3,34
POL101230,8/29/19,7/20/24,6,610.71,2161.32,2,3,33
POL101231,8/4/17,12/16/19,3,568.01,0,0,2,2
POL101232,4/10/17,7/6/19,2,829.94,0,0,5,1
POL101233,4/4/20,12/4/21,2,721.67,581.13,1,0,44
POL101234,2/24/15,6/26/16,2,482.55,1628.23,1,4,26
POL101235,3/10/17,7/8/20,3,648.84,5132.18,3,5,44
POL101236,2/16/17,1/13/22,7,494.9,0,0,3,1
POL101237,1/21/19,11/3/23,0,540.73,3086.13,3,6,40
POL101238,3/16/20,11/30/24,3,671.88,1785.96,1,3,4
POL101239,1/18/21,4/24/24,3,699.85,3855.63,2,6,20
POL101240,11/4/20,9/4/24,4,511.89,0,0,4,6
POL101241,2/24/15,3/15/18,3,434.27,1115.04,1,7,24
POL101242,12/29/19,7/9/21,3,613.16,402.02,1,2,44
POL101243,4/16/18,10/24/20,3,665.19,1355.23,1,2,0
POL101244,4/12/17,12/1/19,3,504.26,7730.34,6,3,8
POL101245,11/9/15,8/31/18,7,722.48,1294.03,2,3,1
POL101246,9/7/22,3/26/27,2,695.89,1656.43,1,5,2
POL101247,2/2/20,9/6/22,2,502.07,726.71,2,2,43
POL101248,6/30/20,8/24/21,3,769.52,6682.35,4,3,36
POL101249,6/29/20,6/11/23,3,774.11,345.3,1,2,43
POL101250,10/26/21,8/11/24,4,910.15,1416.61,1,2,3
POL101251,11/26/19,6/9/23,2,856.76,867.82,2,1,20
POL101252,11/24/15,11/20/20,3,464.61,727.08,1,3,25
POL101253,9/9/22,1/13/27,3,738.75,1527.25,1,6,43
POL101254,3/11/22,8/12/23,3,731.94,776.69,1,4,36
POL101255,7/11/18,9/2/19,2,547.73,0,0,7,13
POL101256,11/13/20,3/30/25,3,668.24,1855.92,1,3,45
